age,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,fraud_reported
46,2,2000,1558.86,0,1,4,7,5,51100,-75100,47,2,1,1,4,1,6,788,2,1,0,2,2,1,69400,13880,6940,48580,2,0
39,2,500,1757.87,0,1,2,13,1,71400,0,16,0,2,0,3,4,4,108,9,3,2,2,1,0,55000,5000,10000,40000,10,1
52,1,1000,973.5,0,1,6,6,1,50400,0,32,0,2,2,4,6,0,994,15,2,2,1,3,2,51090,7860,7860,35370,12,0
34,2,500,1430.8,0,1,6,6,4,0,0,42,2,3,0,1,1,6,499,23,1,0,2,3,1,64200,6420,19260,38520,6,1
45,0,500,1192.27,0,1,2,11,3,0,-40200,3,2,1,2,3,0,5,253,16,1,1,2,0,2,67320,12240,12240,42840,5,0
31,0,500,1163.83,0,1,0,10,0,37700,0,51,0,3,0,3,0,0,743,21,4,2,2,0,0,76120,6920,13840,55360,1,0
28,2,1000,1003.15,0,0,3,4,2,0,-38500,22,0,1,1,0,4,2,408,21,2,2,2,1,1,85020,13080,13080,58860,5,0
41,2,2000,1153.54,6000000,1,5,10,4,0,-57000,42,0,2,1,1,1,4,659,3,3,1,0,1,0,68090,12380,12380,43330,12,0
27,0,1000,1631.1,0,0,2,8,5,0,0,22,1,0,3,4,6,0,765,4,1,0,1,2,1,6030,670,670,4690,9,0
35,0,1000,1252.48,0,1,4,6,5,0,-55800,40,3,0,1,2,2,6,77,17,1,0,1,3,1,5100,1020,510,3570,3,0
30,1,1000,1677.26,0,1,1,11,3,40100,0,9,3,0,3,4,6,6,594,7,1,2,1,3,2,4590,510,510,3570,13,0
59,0,1000,979.73,0,0,3,3,1,51700,0,42,0,1,0,3,4,1,26,14,2,0,1,2,1,72400,7240,14480,50680,3,1
64,1,500,989.24,0,1,5,7,1,0,0,51,2,1,0,1,1,4,293,13,1,1,2,3,1,70900,14180,7090,49630,8,0
25,0,1000,1389.86,0,0,0,8,0,0,0,17,0,3,2,3,6,6,554,23,2,0,2,3,2,65100,6510,6510,52080,10,0
40,2,500,1233.85,0,0,1,5,0,0,0,58,0,3,2,0,3,2,296,23,3,0,2,1,2,64260,0,14280,49980,5,0
43,0,500,1320.39,0,0,0,1,1,0,0,18,2,2,0,0,6,0,624,16,1,0,2,1,0,79970,7270,21810,50890,6,1
41,1,1000,1435.09,0,0,1,6,1,36600,0,10,2,2,2,4,4,4,679,17,1,1,2,0,0,56610,6290,6290,44030,3,0
30,1,500,1448.54,0,0,3,2,5,58600,0,41,2,3,0,1,5,4,460,9,1,2,1,1,0,84590,7690,7690,69210,12,1
38,2,500,1733.56,0,1,2,11,5,0,-43800,8,0,3,0,1,4,2,546,13,3,1,2,1,2,66780,7420,14840,44520,8,0
36,1,500,1533.07,0,1,3,4,3,0,-28800,19,2,2,0,4,0,6,830,13,1,2,1,2,2,58500,0,6500,52000,5,0
41,0,500,1106.77,0,0,1,9,2,45500,-62500,56,1,0,3,4,6,1,716,3,1,0,2,0,1,5000,500,500,4000,4,0
29,0,500,995.7,5000000,0,3,8,4,0,0,32,1,0,3,4,3,6,90,3,1,0,2,1,0,5000,500,1000,3500,8,1
41,0,1000,1298.85,6000000,0,2,11,2,71300,-70300,3,0,1,0,0,1,1,660,16,3,0,1,3,2,54450,6050,12100,36300,10,0
38,2,1000,1276.73,5000000,0,5,5,2,0,0,49,0,1,0,4,6,4,354,12,3,1,1,3,0,61920,6880,6880,48160,10,0
29,2,2000,1202.28,0,1,2,3,2,0,-61400,11,2,3,1,0,5,2,450,4,1,0,1,2,1,43700,4370,4370,34960,9,1
31,1,500,671.92,0,1,5,6,5,0,-26400,23,2,1,1,3,0,5,531,3,1,0,2,0,0,64080,7120,7120,49840,5,0
35,0,1000,1358.03,0,1,3,11,3,59300,-31400,47,2,2,2,3,4,2,856,0,1,1,2,1,0,55000,10000,10000,35000,13,1
27,1,1000,1008.79,4000000,0,5,0,3,46000,0,12,3,0,3,4,6,1,771,19,1,1,2,3,0,4400,0,550,3850,12,0
27,2,1000,1141.1,0,1,3,1,2,0,0,58,0,3,1,4,4,2,284,15,2,0,0,1,2,71640,5970,11940,53730,12,0
44,2,1000,1397.0,0,1,2,6,1,0,0,2,2,2,1,3,1,0,755,6,1,1,1,0,1,61740,6860,6860,48020,0,0
27,2,1000,1664.66,0,0,0,8,3,0,-66200,35,2,3,2,0,4,6,844,3,1,0,0,3,0,57500,5750,5750,46000,1,0
39,1,1000,1151.39,4000000,0,5,3,5,0,-63900,0,1,0,1,4,1,6,196,17,1,2,0,0,0,8700,870,1740,6090,0,0
46,2,2000,1546.01,0,0,4,0,5,0,0,5,0,1,2,4,5,5,979,4,4,1,2,1,0,77100,15420,7710,53970,13,0
57,0,500,1063.67,0,1,5,8,5,0,0,33,2,1,1,4,1,6,163,14,1,1,2,0,2,59400,6600,6600,46200,4,0
46,1,1000,709.14,0,1,5,6,0,0,0,42,0,2,1,1,1,4,119,3,3,1,1,0,1,54890,9980,4990,39920,12,0
30,0,500,1039.55,0,1,4,3,4,55600,-59700,46,0,1,1,3,6,1,315,4,3,0,2,1,0,74030,6730,13460,53840,3,0
42,0,500,1339.39,0,0,0,0,1,0,0,55,2,2,2,3,1,1,330,13,1,0,1,2,2,61490,11180,11180,39130,2,0
27,1,1000,1202.75,0,1,2,5,1,57900,-90100,20,0,1,1,4,4,4,993,23,3,1,0,2,2,79560,6630,13260,59670,13,0
33,0,2000,1081.17,0,1,4,11,5,0,-65200,27,1,0,1,4,1,3,247,3,1,0,0,1,1,4900,490,490,3920,12,0
34,0,500,991.39,0,1,2,12,2,45600,-61400,57,0,3,2,3,6,6,179,0,3,0,1,0,1,77770,14140,14140,49490,9,0
43,1,500,984.02,0,0,3,13,4,75800,0,40,0,3,0,1,4,1,473,14,2,0,2,2,0,74700,7470,14940,52290,9,1
26,0,500,1354.83,0,1,4,12,0,66300,0,17,0,1,1,4,1,0,417,14,2,1,2,2,0,40600,4060,4060,32480,13,0
28,2,1000,830.31,0,1,3,4,0,0,-32600,12,2,2,2,0,4,6,813,22,1,0,1,0,0,45270,10060,10060,25150,7,0
36,0,2000,987.42,7000000,0,0,6,3,0,0,30,0,1,1,0,1,6,283,17,3,1,0,3,0,47080,4280,8560,34240,10,0
57,2,500,1119.29,0,0,4,6,0,0,0,14,2,3,1,4,4,2,612,14,1,0,0,0,1,40700,4070,4070,32560,13,1
27,2,500,1048.39,0,0,5,13,3,0,0,43,2,3,1,4,1,5,627,2,1,0,2,1,2,34650,6300,3150,25200,5,0
28,2,1000,1074.47,0,1,4,10,5,0,0,43,1,0,3,4,6,5,59,4,1,0,2,0,0,3200,400,400,2400,7,0
42,0,1000,1230.76,0,1,2,6,4,0,-74200,2,2,2,0,1,5,2,745,2,1,0,1,1,1,78980,7180,14360,57440,10,1
31,2,500,1255.02,0,1,0,11,1,58200,0,12,1,0,1,2,4,5,217,10,1,2,1,0,1,6160,560,1120,4480,9,0
60,1,1000,1555.52,0,0,4,6,3,43600,-67800,44,2,1,0,0,0,4,887,11,1,2,1,1,1,85250,15500,7750,62000,8,0
50,0,2000,836.11,5000000,1,5,11,1,0,0,19,0,3,0,1,4,6,978,1,4,2,1,2,1,72840,12140,6070,54630,4,0
40,1,500,1450.98,0,1,0,3,0,43700,0,17,1,0,3,4,6,3,415,20,1,0,0,2,1,6050,1100,1100,3850,12,0
39,1,2000,625.08,0,0,3,10,5,44200,-37000,2,2,1,0,1,4,5,186,10,1,1,2,3,2,87890,15980,7990,63920,2,1
47,0,2000,1133.27,0,0,2,2,5,0,-56400,59,0,3,2,3,1,4,639,20,2,0,0,2,2,60500,11000,5500,44000,5,1
35,1,500,1366.6,0,0,4,6,2,0,0,0,0,1,1,1,1,1,852,10,3,0,2,1,1,88220,16040,16040,56140,3,0
37,2,1000,1439.9,6000000,0,0,9,0,0,-48400,28,0,2,2,3,4,6,436,2,2,1,1,2,1,53680,9760,4880,39040,0,0
45,2,1000,1230.69,0,1,5,13,1,0,-54600,9,2,1,1,1,5,6,312,19,1,1,0,2,1,53800,5380,5380,43040,0,0
29,2,2000,1307.68,0,0,4,2,0,0,-48500,28,2,2,0,4,1,1,81,10,1,2,1,2,1,54360,4530,9060,40770,8,1
35,0,2000,1124.69,0,0,5,5,0,0,0,50,2,3,0,4,6,0,801,14,1,2,0,3,2,54340,9880,4940,39520,12,0
35,2,1000,1520.78,0,0,2,2,5,0,-42900,20,1,0,3,2,4,1,254,5,1,0,0,2,2,2860,520,260,2080,3,1
28,2,2000,1609.11,0,1,2,2,3,0,0,17,3,0,1,4,6,2,952,8,1,2,2,1,2,5490,0,1220,4270,10,0
45,0,1000,1358.91,0,1,5,2,4,0,0,8,3,0,3,4,6,3,822,4,1,1,0,2,0,7370,670,1340,5360,11,0
34,2,500,1295.87,0,0,6,8,0,0,0,12,0,3,0,0,0,1,340,4,3,0,1,0,1,50800,5080,5080,40640,1,1
48,0,500,1161.03,5000000,1,0,0,1,45300,0,43,0,3,1,1,5,4,336,20,2,0,1,1,0,41520,5190,5190,31140,9,0
38,2,2000,1441.06,0,0,5,1,0,53800,-78300,7,2,3,2,4,1,5,742,18,1,0,2,3,2,89650,8150,16300,65200,4,0
55,2,1000,1097.99,0,0,3,7,4,44400,-71500,47,0,2,2,4,1,2,463,0,3,1,0,3,1,39690,0,0,39690,11,0
32,0,1000,1464.42,0,0,2,3,0,79900,0,14,2,2,0,0,4,6,251,1,1,0,2,0,1,62260,5660,5660,50940,10,0
38,0,500,1543.68,0,0,5,9,1,20200,0,23,2,3,0,4,0,2,545,17,1,1,0,1,2,51920,9440,4720,37760,1,1
40,0,500,1390.89,5000000,1,1,1,5,0,-74400,58,2,1,1,3,1,5,607,23,1,0,2,2,0,53460,9720,4860,38880,13,0
43,2,2000,1148.58,0,0,4,0,1,0,-71200,46,0,2,2,1,4,0,584,4,3,2,2,1,2,57100,5710,5710,45680,6,0
36,1,500,1616.26,0,1,2,3,4,50700,-57600,39,0,1,2,0,1,6,814,0,3,1,2,3,0,77440,14080,7040,56320,4,0
40,0,500,1398.94,0,1,1,2,0,0,0,23,2,3,1,0,1,5,348,11,1,1,1,2,1,68300,6830,13660,47810,11,0
32,2,1000,1238.92,0,1,0,7,2,57800,-53700,41,1,0,3,2,1,0,395,4,1,0,0,2,0,5060,460,920,3680,6,0
32,0,1000,968.46,0,1,4,12,1,50800,-66200,26,0,3,2,0,6,1,84,0,3,0,0,2,0,59400,6600,13200,39600,4,1
31,0,500,1045.12,0,0,2,13,2,0,-28300,18,0,3,0,0,1,6,501,2,3,1,0,2,0,69930,0,15540,54390,5,1
27,1,1000,1537.33,0,0,1,5,0,0,-74800,50,0,1,1,4,1,6,572,11,3,2,1,1,1,77700,7770,15540,54390,7,0
54,2,500,912.3,0,1,1,9,5,58500,-44000,9,0,1,0,3,4,3,920,23,3,1,2,1,0,68750,12500,12500,43750,1,1
29,2,2000,1007.28,6000000,0,2,0,0,0,0,51,0,3,1,4,1,5,94,17,3,1,1,3,2,91080,16560,16560,57960,7,0
20,1,1000,1189.98,4000000,0,2,2,2,0,-54700,31,2,3,1,3,6,1,107,22,1,1,1,3,2,48360,4030,8060,36270,1,0
34,2,1000,1576.41,0,1,0,5,2,0,-55100,55,2,3,0,3,6,2,655,18,1,2,1,1,2,95000,9500,9500,76000,5,0
32,2,500,1172.82,4000000,1,0,6,2,82100,0,54,3,0,3,4,4,0,951,8,1,0,1,3,1,3900,780,390,2730,5,0
39,0,500,1312.22,9000000,1,2,13,2,0,-33300,51,0,1,1,3,0,5,425,15,3,0,0,3,1,59400,11880,5940,41580,7,1
43,2,1000,671.01,7000000,0,0,6,2,42900,-61500,7,2,2,1,1,0,6,840,20,1,0,2,0,0,60210,6690,6690,46830,9,0
32,0,500,895.14,0,1,3,11,2,52600,-30400,9,2,1,1,0,4,1,151,4,1,0,0,3,2,43600,8720,4360,30520,11,0
57,1,2000,1373.21,0,1,1,0,4,42700,-64900,44,0,1,2,4,4,4,972,10,3,1,0,0,1,62800,6280,12560,43960,7,0
48,2,1000,1625.65,0,1,1,4,0,0,0,56,2,3,0,0,5,6,235,10,1,2,1,3,0,59500,11900,5950,41650,4,0
37,2,2000,1295.63,4000000,0,6,1,1,42200,-33800,29,0,1,2,4,6,3,984,22,3,2,1,0,0,53460,5940,5940,41580,6,0
33,0,1000,1459.96,6000000,0,2,0,5,41300,-42000,6,0,3,2,0,1,3,815,15,3,1,0,1,1,41690,7580,7580,26530,10,0
46,2,500,1219.94,7000000,0,5,9,5,0,-51000,57,2,3,1,0,1,0,580,13,1,0,0,1,2,63100,6310,12620,44170,0,0
60,2,500,1064.49,5000000,1,0,8,2,73500,-43300,43,2,1,2,0,6,0,387,23,1,1,2,1,0,62880,5240,10480,47160,8,1
51,0,1000,959.83,0,0,5,11,1,0,-38700,32,0,3,0,1,1,3,574,18,3,0,2,2,2,75400,17400,11600,46400,2,1
40,2,2000,1767.02,0,1,3,6,0,0,-49300,57,2,2,2,0,4,0,310,7,1,2,1,1,1,46200,4200,8400,33600,1,0
47,1,500,1285.01,0,1,5,6,1,0,-39800,32,2,2,0,0,5,2,457,21,1,1,2,2,2,58500,5850,5850,46800,12,0
57,2,2000,1422.95,0,1,3,13,0,0,0,16,0,2,0,3,4,1,620,15,3,1,1,3,1,66240,11040,11040,44160,9,0
36,1,2000,1223.39,0,0,4,2,5,0,0,11,0,2,2,0,3,2,181,17,3,0,1,3,0,65440,8180,8180,49080,7,0
43,0,2000,1539.06,0,1,5,11,2,37800,0,19,2,1,1,1,4,2,357,2,1,1,0,3,0,64200,10700,10700,42800,5,0
25,1,2000,988.06,0,0,5,7,1,0,0,35,0,2,1,0,6,3,790,1,3,2,1,0,1,32320,4040,4040,24240,4,0
28,0,1000,1740.57,0,0,1,4,5,0,-18600,19,2,2,0,4,4,3,449,3,1,0,0,1,0,33480,3720,3720,26040,4,0
38,2,1000,1540.91,7000000,1,1,0,5,40900,0,54,3,0,3,2,5,3,52,0,1,1,1,1,2,4320,480,960,2880,12,0
29,0,500,1381.88,5000000,1,2,12,2,0,-77800,51,3,0,3,4,4,2,213,4,1,1,0,2,0,4200,840,420,2940,7,0
29,2,500,1446.98,0,1,4,0,3,0,-45700,41,0,1,1,0,1,0,923,11,3,2,2,0,1,57970,10540,5270,42160,10,0
31,1,500,1220.86,0,1,3,7,0,55400,-40400,23,1,0,3,2,1,0,962,4,1,2,1,2,0,4320,0,960,3360,10,0
45,0,500,948.1,0,0,2,6,5,44500,-61400,5,0,1,1,1,4,1,944,11,3,0,0,2,0,69300,13860,6930,48510,5,0
30,2,500,1471.24,0,0,5,4,3,57500,-93600,14,0,3,1,4,0,5,14,4,3,1,2,2,1,32480,4060,4060,24360,4,0
38,1,2000,1157.97,0,1,4,6,1,0,-64500,52,2,1,2,4,1,2,322,20,1,0,2,2,2,60480,6720,6720,47040,0,0
38,0,2000,566.11,5000000,1,0,1,4,0,0,20,1,0,3,4,0,6,940,22,1,2,0,0,1,2640,440,440,1760,6,0
27,2,500,1060.88,0,1,3,7,2,0,-66500,33,1,0,3,4,4,3,875,4,1,1,0,3,1,6050,550,1100,4400,13,0
43,2,1000,1524.45,4000000,1,2,5,5,0,-44800,46,0,2,2,0,0,2,259,21,4,1,0,0,1,42700,4270,4270,34160,10,1
47,1,1000,1556.17,0,1,1,9,5,63900,-53300,37,2,1,0,0,4,2,248,20,1,2,1,3,1,40260,3660,7320,29280,0,1
50,2,500,1216.24,0,1,5,8,5,26700,-47200,13,2,2,0,1,1,1,850,7,1,1,2,0,0,50000,5000,10000,35000,3,0
35,1,500,1484.72,5000000,0,2,12,0,0,0,32,1,0,3,2,1,5,521,4,1,1,0,1,1,3840,640,320,2880,10,0
41,0,500,1203.81,0,1,3,13,1,52500,-51300,36,0,2,1,4,6,6,280,17,3,0,0,2,0,95900,13700,20550,61650,10,0
47,1,1000,1393.34,0,1,2,3,2,0,-61400,14,0,3,1,0,6,3,439,20,3,2,1,3,2,56160,6240,12480,37440,1,0
42,2,1000,1484.48,0,1,6,1,1,50700,-36300,54,2,3,0,4,4,5,231,10,1,1,2,3,0,63030,5730,11460,45840,10,0
41,0,500,1581.27,5000000,0,6,5,3,42200,-48000,6,2,1,1,4,1,5,218,8,1,2,2,2,1,63470,5770,11540,46160,2,0
38,0,1000,1281.25,0,0,2,12,2,0,-53100,34,2,1,0,4,6,1,885,6,1,0,0,2,1,44440,8080,4040,32320,2,1
35,1,500,1667.83,0,1,3,9,0,48500,-67400,34,1,0,1,4,6,4,381,4,1,2,1,1,1,6600,1200,1200,4200,7,0
36,2,1000,1497.41,0,1,6,6,0,14100,-44500,24,0,3,1,0,6,4,753,17,3,1,2,0,2,77200,9650,9650,57900,5,0
30,2,500,803.36,0,0,2,10,0,0,0,55,0,2,2,3,6,6,409,15,3,0,0,0,2,57000,0,11400,45600,1,0
45,2,2000,1221.41,0,0,5,4,5,46700,-72500,57,3,0,3,4,6,5,858,9,1,1,2,1,1,2700,300,300,2100,6,0
36,2,500,1865.83,5000000,1,1,13,4,32800,-50600,41,2,2,2,4,6,2,706,17,1,0,2,1,2,47300,4300,8600,34400,13,0
37,2,2000,1434.27,0,0,0,12,4,0,-35900,3,2,2,0,3,5,0,212,13,1,0,2,3,0,55110,5010,10020,40080,9,0
31,1,500,1114.68,0,0,0,7,0,44500,-55900,25,3,0,3,4,4,6,817,5,1,2,1,0,1,4320,480,480,3360,8,0
38,2,2000,1218.56,0,0,5,13,0,39300,-60300,59,0,1,2,4,5,0,407,23,3,2,2,2,0,68760,11460,5730,51570,10,1
31,0,2000,1234.69,9000000,0,4,12,0,0,0,36,0,1,0,3,6,0,759,1,2,1,2,1,0,74400,14880,7440,52080,2,1
33,2,500,964.92,0,0,0,3,2,45700,0,39,0,2,0,1,1,2,184,17,4,1,2,1,1,35300,3530,3530,28240,8,1
57,0,500,1351.72,0,1,2,12,5,0,-49400,35,1,0,1,2,1,6,339,3,1,2,1,3,0,2640,480,480,1680,13,0
41,0,1000,817.28,0,1,2,11,4,62200,0,2,0,2,2,0,4,1,346,17,3,0,1,1,1,60190,4630,9260,46300,8,1
39,0,1000,1389.59,0,0,5,6,3,0,-42600,54,0,2,0,1,1,3,529,23,3,2,1,3,1,41580,3780,7560,30240,3,1
45,1,1000,1353.53,0,0,3,12,4,54700,-47900,13,2,3,1,0,1,1,206,13,1,2,0,0,1,58500,11700,0,46800,0,1
43,1,1000,1294.04,0,0,5,5,1,0,0,7,2,2,1,1,4,5,53,17,1,2,2,3,2,79320,13220,6610,59490,9,0
33,2,1000,840.81,0,0,2,4,0,0,0,44,2,2,1,0,1,0,430,2,1,2,0,2,0,82610,7510,7510,67590,5,1
41,2,2000,998.19,0,0,4,8,0,43700,-66300,22,0,2,2,0,4,2,527,23,3,1,1,3,0,78600,13100,19650,45850,4,1
46,2,2000,1090.32,0,1,1,5,0,0,-70400,4,2,1,1,0,4,1,643,17,1,1,1,2,0,51390,5710,5710,39970,13,1
44,1,500,1780.67,0,1,0,7,2,0,0,49,2,3,0,0,0,6,595,3,1,1,1,0,1,70200,7020,7020,56160,5,1
30,0,2000,1681.01,0,1,3,10,3,0,-51100,37,1,0,1,2,4,5,216,16,1,1,2,1,1,4900,490,1470,2940,7,0
62,2,1000,1395.77,0,0,4,10,3,82600,-49500,37,0,3,0,3,3,2,484,13,3,0,1,3,1,66480,5540,11080,49860,10,1
23,2,2000,1471.44,5000000,1,2,13,3,57500,0,19,2,2,0,1,0,5,567,8,1,1,2,1,1,50380,4580,9160,36640,3,1
61,0,500,1265.72,0,0,5,5,5,0,-59500,48,2,1,0,1,4,1,770,23,1,2,0,2,0,64350,9900,9900,44550,8,0
29,1,1000,1274.7,5000000,1,1,9,2,47500,-58700,10,0,2,0,0,0,6,435,15,3,2,2,3,2,55400,5540,11080,38780,3,1
28,2,500,1330.39,0,1,4,9,5,0,0,21,2,1,2,3,1,1,861,3,1,1,2,2,2,49900,4990,9980,34930,4,0
28,2,500,1122.95,4000000,1,5,8,2,78000,0,53,0,3,1,0,6,4,597,4,3,1,0,3,2,74880,12480,12480,49920,0,0
44,2,2000,1655.79,0,0,5,3,0,0,0,14,2,1,1,3,1,3,236,8,1,2,0,0,2,105820,16280,16280,73260,1,0
43,1,1000,935.77,0,1,0,9,3,0,-36000,50,3,0,3,4,3,3,882,21,1,1,1,0,2,7150,1300,650,5200,13,0
58,1,2000,1192.04,0,1,0,2,3,66100,-31400,18,2,1,2,0,4,4,705,23,1,2,0,0,1,55800,11160,11160,33480,4,0
34,2,500,990.11,0,1,5,11,2,0,-41200,9,1,0,3,2,1,5,874,8,1,0,1,3,2,5830,1060,1060,3710,4,0
41,2,2000,1422.21,0,0,0,5,4,0,-46400,15,2,3,0,0,6,5,451,21,1,2,2,1,1,85900,17180,17180,51540,11,1
29,2,500,914.85,0,1,0,9,2,72100,0,42,1,0,1,4,2,1,265,5,1,1,2,3,1,7110,790,1580,4740,0,0
43,0,500,1123.84,0,1,6,9,2,48200,0,22,0,3,2,1,6,1,950,12,3,1,0,0,2,36960,6720,3360,26880,3,0
39,2,2000,838.02,0,0,1,12,3,0,0,43,0,2,1,4,5,4,89,7,3,0,2,0,2,64400,6440,6440,51520,4,0
43,2,500,1300.68,0,1,6,0,4,49000,0,26,1,0,1,2,0,3,378,0,1,1,1,3,2,1920,480,0,1440,3,0
22,1,500,1173.21,0,1,3,4,1,0,0,44,2,2,0,4,4,3,421,14,1,2,0,1,2,86130,15660,7830,62640,11,1
32,0,1000,985.97,5000000,0,1,10,2,0,0,31,2,3,0,1,5,4,683,13,1,0,2,3,0,82170,14940,7470,59760,3,1
41,1,1000,1129.23,0,0,1,4,3,17300,-60400,53,2,1,0,1,6,2,342,1,1,0,1,0,2,50300,10060,5030,35210,11,1
31,1,500,1194.83,0,0,4,9,0,28600,0,19,2,3,0,4,4,5,117,23,1,1,0,0,1,44200,4420,8840,30940,11,0
43,1,1000,1114.29,0,0,2,13,2,51300,0,7,2,3,0,0,5,4,414,1,1,0,2,2,2,66660,6060,6060,54540,12,0
26,2,2000,1509.04,0,0,0,9,0,10000,0,53,2,1,2,0,4,5,93,9,1,2,2,3,1,78320,7120,14240,56960,10,0
34,1,500,664.86,0,0,6,2,5,0,-60000,34,2,2,2,1,6,1,471,3,1,0,0,1,1,105040,16160,16160,72720,4,0
43,1,1000,1267.4,6000000,1,3,0,0,0,0,39,2,3,1,1,1,2,305,0,1,1,2,1,0,50700,5070,5070,40560,0,0
45,0,1000,1119.23,0,0,4,3,4,51500,0,48,0,1,2,1,6,3,855,13,3,1,1,1,1,51210,11380,5690,34140,7,0
48,2,500,1698.51,0,1,3,7,4,0,0,40,0,2,2,1,4,2,737,18,3,1,2,1,0,51840,8640,8640,34560,13,0
33,0,1000,1422.78,0,0,2,3,0,61600,0,19,0,1,2,0,0,5,111,17,3,0,2,3,2,52800,5280,5280,42240,9,0
42,2,500,1212.75,0,0,1,9,3,0,-51400,26,2,1,1,1,6,6,589,11,1,0,0,0,2,55200,9200,13800,32200,6,0
34,1,1000,1423.34,0,1,0,11,1,55300,-37900,20,3,0,1,2,6,5,828,0,1,2,0,3,1,9100,1400,1400,6300,3,0
51,1,1000,976.37,0,0,4,2,0,0,-61000,48,0,2,1,3,6,5,44,14,3,0,1,3,0,67600,13520,6760,47320,11,0
33,2,500,1124.59,6000000,1,1,0,1,67300,0,56,2,2,1,3,0,1,455,4,1,1,1,2,1,40800,6800,6800,27200,2,0
50,1,1000,1569.33,0,1,6,6,1,79600,0,28,0,3,0,3,6,6,230,2,3,1,2,1,2,84500,13000,13000,58500,13,1
39,1,500,1359.36,5000000,1,6,3,0,0,-43600,38,0,1,0,3,4,0,909,9,3,2,2,2,2,71610,13020,6510,52080,12,1
55,1,500,1607.36,0,1,4,11,3,0,0,18,0,2,0,3,4,0,848,21,4,0,0,2,1,60600,6060,12120,42420,4,1
41,0,500,1042.25,0,1,5,3,4,0,-44400,38,0,2,0,1,0,5,208,0,3,1,2,3,1,81240,6770,20310,54160,8,1
39,2,500,1453.95,0,0,6,1,1,38200,0,6,0,3,2,1,6,6,267,17,3,2,0,3,1,29300,2930,5860,20510,1,0
31,0,500,1969.63,0,0,4,11,3,0,0,43,0,3,2,1,6,3,69,21,3,1,1,1,2,76450,6950,13900,55600,4,0
44,0,1000,1156.19,0,0,1,6,0,49900,-62700,45,0,3,0,1,1,4,301,20,3,2,0,3,0,49400,9880,4940,34580,7,0
38,0,2000,1124.47,0,0,4,12,5,0,-45100,44,2,3,2,0,4,4,657,5,1,1,0,1,0,90530,16460,16460,57610,5,0
31,2,500,1493.5,5000000,0,0,8,1,39900,-44000,30,3,0,1,4,6,4,361,7,1,1,2,1,1,8030,1460,730,5840,8,0
40,0,500,1155.38,0,0,6,5,1,34200,-32300,27,2,3,1,1,1,1,621,6,1,1,0,0,2,63900,6390,6390,51120,0,0
55,0,500,878.19,0,1,6,6,4,57100,0,59,0,2,1,1,0,3,697,2,4,2,0,2,1,38640,4830,4830,28980,3,0
58,1,2000,1145.85,0,1,3,11,1,0,-40000,9,0,2,2,3,1,1,320,19,3,0,1,1,2,41490,9220,4610,27660,8,0
35,1,500,1261.28,0,0,4,10,4,68500,-42100,55,0,3,1,1,5,6,452,21,3,2,2,0,0,79090,14380,7190,57520,9,0
35,0,500,1427.46,0,1,2,6,5,0,0,29,0,3,0,4,6,6,713,3,3,0,0,0,0,87900,17580,8790,61530,4,0
32,0,500,1592.41,0,1,5,9,0,58900,-29100,36,2,2,2,0,6,1,524,22,1,0,2,3,2,53400,5340,5340,42720,7,0
36,2,1000,1274.63,0,1,1,6,4,51000,0,38,2,2,2,1,4,6,985,22,1,2,2,3,1,52030,9460,9460,33110,0,0
60,1,500,1362.31,0,1,2,9,5,67600,-65300,12,2,1,1,0,5,0,772,16,1,1,0,2,1,82060,14920,7460,59680,10,0
35,2,1000,919.37,0,0,0,10,1,83600,0,17,2,1,1,0,1,4,32,0,1,0,0,3,0,48360,8060,8060,32240,9,0
31,2,1000,1377.23,0,0,5,1,4,72600,0,59,0,3,1,3,1,2,925,1,3,0,2,1,0,52290,5810,11620,34860,9,0
57,0,1000,995.55,5000000,1,1,10,5,51500,-52100,32,0,2,0,4,4,0,636,19,3,2,0,3,0,68200,12400,12400,43400,7,1
43,0,500,1508.12,6000000,1,6,2,5,0,0,19,0,2,0,3,1,1,476,0,3,0,2,1,1,60750,13500,6750,40500,7,1
30,1,500,484.67,0,0,1,0,5,21100,-60800,23,0,1,0,1,4,0,205,2,3,0,0,2,2,65560,11920,11920,41720,13,1
50,1,1000,1561.41,0,0,2,5,0,21200,0,3,0,2,1,4,1,0,97,5,3,2,1,3,1,70290,12780,12780,44730,8,0
37,2,500,1457.21,0,0,3,0,3,46300,0,16,2,2,2,0,4,1,498,6,1,0,2,0,2,45000,5000,5000,35000,11,0
39,0,1000,1128.71,0,0,3,9,2,0,-47100,34,0,2,2,1,5,5,868,21,3,2,2,1,0,61800,12360,6180,43260,11,0
46,0,500,1358.2,0,0,4,13,0,52900,0,44,0,1,0,0,1,1,364,11,3,2,0,0,1,64570,5870,11740,46960,7,0
61,0,1000,1232.79,0,0,2,0,4,49900,-62100,6,2,2,1,3,5,6,535,3,1,2,2,0,2,70500,7050,14100,49350,11,0
37,0,1000,936.19,0,1,3,1,2,70600,-48500,32,0,3,2,4,4,4,690,4,3,0,2,1,2,57900,17370,5790,34740,1,0
